video_id,platform,creator_id,category,duration_seconds,upload_date,views,impressions,ctr,likes,comments,shares,avg_watch_time_seconds,completion_rate,followers_at_upload,engagement_rate,tags_count,audio_popular,caption_length,contains_hashtags,is_trending
vid_01718,Instagram,creator_1097,Comedy,14,2025-06-25,158,10463,0.0151,4,0,0,2.4,0.171,2759,0.0004,1,False,5,False,False
vid_01719,Instagram,creator_0021,Music,25,2025-04-08,11454,324475,0.0353,27,10,1,4.1,0.164,15780,0.0001,3,False,55,True,False
vid_01720,Instagram,creator_0297,Cooking,12,2025-05-30,2566,110128,0.0233,29,2,1,2.4,0.2,6801,0.0003,5,False,99,False,False
vid_01721,YouTube Shorts,creator_0649,Entertainment,25,2024-04-26,1008,106105,0.0095,4,0,0,17.0,0.68,1803,0.0,1,False,32,False,False
vid_01722,Instagram,creator_0649,Education,10,2025-06-07,239,22336,0.0107,6,0,2,1.8,0.18,3620,0.0004,2,False,100,True,False
vid_01723,TikTok,creator_0923,Comedy,26,2025-05-07,429,85800,0.005,1,3,0,14.4,0.554,3105,0.0,1,False,134,False,False
vid_01724,TikTok,creator_0448,Beauty,21,2024-11-22,6059,1188039,0.0051,32,1,2,10.1,0.481,9165,0.0,3,False,36,True,False
vid_01725,Instagram,creator_0443,Cooking,46,2024-06-11,72400,2558303,0.0283,808,48,13,29.7,0.646,170091,0.0003,0,False,60,False,True
vid_01726,Instagram,creator_0030,Cooking,39,2024-10-09,1085,48008,0.0226,22,0,0,1.9,0.049,0,0.0005,5,True,9,False,False
vid_01727,Instagram,creator_0256,DIY,26,2025-05-19,3692,396989,0.0093,64,3,0,1.0,0.038,8961,0.0002,2,False,89,True,False
vid_01728,TikTok,creator_1111,Gaming,34,2025-02-10,8205,202592,0.0405,46,2,2,7.6,0.224,21553,0.0002,1,False,87,True,False
vid_01729,Snapchat,creator_0940,Gaming,28,2024-10-16,4,112,0.0355,0,2,1,25.7,0.918,4628,0.0268,0,False,59,True,False
vid_01730,Instagram,creator_0782,Fitness,20,2025-05-27,67,1281,0.0523,0,2,0,9.3,0.465,0,0.0016,1,False,40,True,False
vid_01731,TikTok,creator_0204,Education,16,2024-03-21,315,14318,0.022,2,2,1,3.9,0.244,858,0.0003,6,True,92,True,False
vid_01732,Snapchat,creator_0213,DIY,23,2025-08-05,244,11244,0.0217,2,2,1,8.9,0.387,1536,0.0004,1,False,63,False,False
vid_01733,TikTok,creator_0910,Music,22,2025-03-27,878,40275,0.0218,0,3,1,8.4,0.382,0,0.0001,2,False,38,True,False
vid_01734,YouTube Shorts,creator_0434,Beauty,24,2024-12-19,833,92555,0.009,3,0,0,9.6,0.4,0,0.0,2,False,9,True,False
vid_01735,YouTube Shorts,creator_0255,Cooking,29,2024-12-26,2204,306111,0.0072,3,0,0,4.4,0.152,2419,0.0,2,False,58,False,False
vid_01736,YouTube Shorts,creator_0811,Entertainment,27,2024-10-17,2205,79602,0.0277,64,0,0,19.3,0.715,8781,0.0008,1,False,90,True,False
vid_01737,TikTok,creator_0542,Fitness,25,2024-11-18,1554,50291,0.0309,5,1,1,13.3,0.532,2505,0.0001,1,False,61,True,False
vid_01738,Snapchat,creator_0067,Entertainment,14,2024-01-21,334,20120,0.0166,6,1,0,6.2,0.443,0,0.0003,2,False,5,True,False
vid_01739,YouTube Shorts,creator_0651,Cooking,32,2024-05-12,793,47202,0.0168,3,1,1,5.4,0.169,7,0.0001,2,False,108,False,False
vid_01740,TikTok,creator_0802,Beauty,33,2025-04-23,3715,391052,0.0095,16,4,0,17.0,0.515,7337,0.0001,3,False,106,False,False
vid_01741,YouTube Shorts,creator_1184,Gaming,44,2024-04-10,150,28301,0.0053,1,2,1,23.5,0.534,2823,0.0001,1,False,90,True,False
vid_01742,YouTube Shorts,creator_0826,Cooking,24,2025-02-05,6790,234137,0.029,16,6,0,5.7,0.238,9214,0.0001,4,False,84,True,False
vid_01743,YouTube Shorts,creator_0259,Music,33,2024-04-01,4788,352058,0.0136,129,1,2,11.9,0.361,9184,0.0004,2,False,122,False,False
vid_01744,YouTube Shorts,creator_0533,Music,31,2024-05-03,2387,314078,0.0076,6,2,0,6.7,0.216,1399,0.0,2,False,73,True,False
vid_01745,TikTok,creator_0896,Entertainment,29,2025-05-03,2253,74602,0.0302,13,2,0,3.5,0.121,5470,0.0002,2,False,24,True,False
vid_01746,Instagram,creator_1114,Education,25,2025-03-20,4175,119285,0.035,8,4,0,7.1,0.284,7680,0.0001,2,False,59,True,False
vid_01747,TikTok,creator_0930,Cooking,24,2024-05-24,351,22645,0.0155,0,0,0,4.1,0.171,673,0.0,0,False,40,False,False
vid_01748,TikTok,creator_1097,Beauty,32,2025-07-18,10860,207251,0.0524,33,3,3,1.1,0.034,31392,0.0002,4,False,59,False,False
vid_01749,YouTube Shorts,creator_0106,Fitness,18,2024-03-05,1854,96562,0.0192,7,2,0,6.8,0.378,3690,0.0001,3,False,50,True,False
vid_01750,Instagram,creator_1187,Education,25,2024-03-27,889,67862,0.0131,3,1,1,11.5,0.46,2476,0.0001,0,False,5,True,False
vid_01751,TikTok,creator_0579,Fitness,16,2024-05-20,332,63846,0.0052,0,1,2,10.4,0.65,2070,0.0,2,True,32,True,False
vid_01752,TikTok,creator_0426,Gaming,24,2024-03-19,17978,688812,0.0261,164,8,1,8.4,0.35,27075,0.0003,4,False,32,True,False
vid_01753,TikTok,creator_0157,Beauty,15,2025-06-17,3226,152169,0.0212,15,2,1,6.9,0.46,5366,0.0001,1,False,83,False,False
vid_01754,Instagram,creator_0924,Comedy,25,2024-05-19,1249,67513,0.0185,3,1,1,5.2,0.208,2818,0.0001,1,False,11,False,False
vid_01755,Instagram,creator_0065,Education,9,2024-09-23,943,39456,0.0239,11,0,0,1.8,0.2,4483,0.0003,2,False,56,True,False
vid_01756,Instagram,creator_1120,Entertainment,5,2024-05-03,451,31760,0.0142,8,1,1,1.5,0.3,3265,0.0003,5,False,57,True,False
vid_01757,TikTok,creator_0061,Music,31,2024-01-18,488,25957,0.0188,7,2,1,3.7,0.119,2614,0.0004,4,False,70,True,False
vid_01758,TikTok,creator_0748,Education,24,2024-06-17,810,27457,0.0295,1,1,1,1.7,0.071,5113,0.0001,0,True,129,True,False
vid_01759,TikTok,creator_0260,Fitness,34,2024-07-31,25,677,0.0369,0,0,2,15.8,0.465,1042,0.003,2,False,77,False,False
vid_01760,TikTok,creator_1130,Fitness,20,2024-12-28,386,4825,0.08,13,0,1,6.4,0.32,0,0.0029,1,False,45,True,False
vid_01761,Instagram,creator_0820,Beauty,41,2024-07-13,1337,150224,0.0089,5,3,1,8.5,0.207,3632,0.0001,2,False,90,True,False
vid_01762,Snapchat,creator_0576,Gaming,39,2024-03-20,2669,145054,0.0184,32,2,0,7.3,0.187,143,0.0002,4,False,48,True,False
vid_01763,TikTok,creator_0422,DIY,29,2024-12-02,430,29054,0.0148,1,1,0,14.4,0.497,0,0.0001,2,False,99,True,False
vid_01764,YouTube Shorts,creator_0653,News,36,2024-03-24,1198,130217,0.0092,1,1,0,1.9,0.053,1192,0.0,1,False,108,True,False
vid_01765,Instagram,creator_0766,Education,35,2024-12-15,74,5000,0.0148,0,0,2,3.4,0.097,1302,0.0004,2,False,34,True,False
vid_01766,Instagram,creator_0840,Fitness,17,2025-04-14,2777,153425,0.0181,6,2,4,8.2,0.482,4154,0.0001,1,False,61,True,False
vid_01767,Facebook Reels,creator_0722,Gaming,9,2024-01-24,343,8305,0.0413,4,2,0,3.8,0.422,0,0.0007,2,True,8,False,False
vid_01768,TikTok,creator_0381,Cooking,36,2024-07-09,1594,87103,0.0183,16,1,1,18.2,0.506,3349,0.0002,2,True,82,True,False
vid_01769,TikTok,creator_0644,Education,37,2024-01-08,10165,430720,0.0236,88,6,1,11.4,0.308,27779,0.0002,1,False,115,True,False
vid_01770,TikTok,creator_0954,News,22,2024-09-06,644,26072,0.0247,7,0,2,2.1,0.095,2025,0.0003,3,False,71,True,False
vid_01771,TikTok,creator_0435,Music,15,2024-06-17,904,32635,0.0277,6,1,1,3.2,0.213,1622,0.0002,4,True,100,True,False
vid_01772,Instagram,creator_0154,News,35,2025-05-16,1007,25886,0.0389,13,2,0,2.9,0.083,1559,0.0006,1,False,66,True,False
vid_01773,TikTok,creator_0656,Beauty,35,2024-06-02,1399,16875,0.0829,27,1,0,10.2,0.291,2256,0.0017,0,True,5,True,False
vid_01774,TikTok,creator_0563,Gaming,14,2024-04-02,7838,173024,0.0453,232,2,1,10.8,0.771,4704,0.0014,1,False,35,True,False
vid_01775,TikTok,creator_0785,Beauty,30,2025-03-23,123,3544,0.0347,0,0,2,18.7,0.623,0,0.0006,2,True,77,True,False
vid_01776,YouTube Shorts,creator_1180,Entertainment,16,2024-12-24,958,47661,0.0201,7,1,3,3.5,0.219,4311,0.0002,4,False,142,False,False
vid_01777,TikTok,creator_1093,Music,29,2024-01-31,47,3760,0.0125,0,0,1,5.0,0.172,214,0.0003,2,False,5,True,False
vid_01778,Instagram,creator_0851,Fitness,23,2024-08-01,1046,34183,0.0306,39,2,1,10.3,0.448,331,0.0012,1,False,110,True,False
vid_01779,TikTok,creator_0642,DIY,35,2025-04-20,2369,109170,0.0217,4,1,0,15.5,0.443,1353,0.0,2,True,95,True,False
vid_01780,Facebook Reels,creator_1011,Education,25,2024-10-17,265,22268,0.0119,0,2,1,13.1,0.524,0,0.0001,1,False,97,True,False
vid_01781,TikTok,creator_0022,Comedy,21,2024-03-22,654,32216,0.0203,10,1,1,4.2,0.2,0,0.0004,4,False,126,False,False
vid_01782,YouTube Shorts,creator_0464,Comedy,33,2024-03-09,2087,88432,0.0236,3,0,0,29.8,0.903,847,0.0,0,False,12,False,False
vid_01783,TikTok,creator_1101,Entertainment,10,2025-06-18,1305,228947,0.0057,21,2,3,3.5,0.35,791,0.0001,2,False,5,True,False
vid_01784,YouTube Shorts,creator_0227,Entertainment,33,2024-08-24,7189,659541,0.0109,9,1,1,12.8,0.388,14638,0.0,2,True,74,True,False
vid_01785,Instagram,creator_0778,Fitness,37,2025-06-26,125,7309,0.0171,0,0,1,7.8,0.211,675,0.0001,4,False,23,True,False
vid_01786,Instagram,creator_0259,Cooking,30,2024-04-24,9031,1088072,0.0083,11,6,2,3.5,0.117,18963,0.0,1,False,36,False,False
vid_01787,Facebook Reels,creator_0847,DIY,20,2025-06-03,63,7590,0.0083,0,0,0,8.1,0.405,1426,0.0,1,False,88,True,False
vid_01788,Instagram,creator_1004,Fitness,27,2024-09-07,1983,75399,0.0263,56,2,0,8.9,0.33,8559,0.0008,0,False,86,True,False
vid_01789,TikTok,creator_0607,Education,23,2024-10-01,7543,260103,0.029,80,2,1,4.2,0.183,16198,0.0003,1,False,80,False,False
vid_01790,Instagram,creator_0422,Education,41,2024-02-28,32378,539633,0.06,81,16,5,18.8,0.459,83708,0.0002,2,False,5,True,False
vid_01791,TikTok,creator_0443,DIY,30,2024-10-26,190,4896,0.0388,3,2,1,4.9,0.163,2418,0.0012,1,False,119,True,False
vid_01792,TikTok,creator_1081,Music,19,2024-08-31,577,54433,0.0106,3,1,0,1.0,0.053,0,0.0001,3,False,18,True,False
vid_01793,Instagram,creator_0316,Music,24,2024-03-23,165,3313,0.0498,1,1,0,3.1,0.129,139,0.0006,2,False,114,True,False
vid_01794,TikTok,creator_0927,News,24,2025-02-02,143,3994,0.0358,0,0,1,8.2,0.342,1558,0.0003,3,False,9,True,False
vid_01795,TikTok,creator_0867,Comedy,26,2025-06-17,3275,270661,0.0121,27,3,0,9.1,0.35,0,0.0001,2,False,5,False,False
vid_01796,Instagram,creator_0302,DIY,31,2024-03-24,1308,113739,0.0115,7,0,0,4.7,0.152,3330,0.0001,2,False,49,True,False
vid_01797,Snapchat,creator_0384,Fitness,24,2024-01-23,951,90571,0.0105,3,2,1,7.4,0.308,3555,0.0001,1,False,5,True,False
vid_01798,TikTok,creator_0243,Music,15,2024-03-06,226,23061,0.0098,3,1,0,5.2,0.347,653,0.0002,2,False,5,True,False
vid_01799,TikTok,creator_0883,Music,33,2024-09-16,634,19937,0.0318,4,1,1,8.1,0.245,1128,0.0003,2,True,71,True,False
vid_01800,TikTok,creator_0784,Gaming,37,2024-05-30,1745,34760,0.0502,15,1,0,7.2,0.195,0,0.0005,4,False,96,True,False
vid_01801,Instagram,creator_1085,News,48,2025-01-18,4255,189955,0.0224,33,1,1,24.4,0.508,2434,0.0002,0,False,89,True,False
vid_01802,TikTok,creator_0510,Education,21,2024-06-19,309,7357,0.042,10,0,0,5.6,0.267,0,0.0014,4,True,35,False,False
vid_01803,Instagram,creator_0489,Education,34,2025-02-17,141,11190,0.0126,0,1,2,15.3,0.45,1631,0.0003,2,True,5,True,False
vid_01804,Instagram,creator_0829,Gaming,39,2024-11-01,98,5536,0.0177,0,1,1,11.9,0.305,1053,0.0004,2,True,18,True,False
vid_01805,YouTube Shorts,creator_0550,DIY,34,2024-06-08,680,44155,0.0154,9,1,0,34.2,1.006,973,0.0002,2,False,5,True,False
vid_01806,Instagram,creator_0590,Entertainment,27,2024-03-14,748,60322,0.0124,1,1,0,7.0,0.259,3116,0.0,1,False,94,False,False
vid_01807,Instagram,creator_0626,Beauty,9,2024-05-12,442,49111,0.009,3,1,0,3.0,0.333,2787,0.0001,4,False,23,True,False
vid_01808,TikTok,creator_0933,Comedy,24,2024-01-10,10999,2199800,0.005,55,10,3,1.8,0.075,4599,0.0,4,False,53,True,False
vid_01809,TikTok,creator_0541,Education,14,2024-05-12,13851,547470,0.0253,346,6,4,3.7,0.264,23075,0.0007,2,False,104,False,False
vid_01810,Instagram,creator_0971,News,11,2024-01-01,14331,682428,0.021,49,6,3,3.9,0.355,21443,0.0001,1,False,67,True,False
vid_01811,TikTok,creator_0036,News,19,2025-06-12,1906,74453,0.0256,8,2,0,9.7,0.511,2442,0.0001,2,False,99,False,False
vid_01812,Instagram,creator_0343,Comedy,18,2024-03-13,489,14340,0.0341,8,3,1,2.5,0.139,71,0.0008,3,True,55,False,False
vid_01813,TikTok,creator_1005,Cooking,17,2025-02-27,8696,345079,0.0252,43,3,4,1.3,0.076,6343,0.0001,1,False,47,True,False
vid_01814,TikTok,creator_0028,Cooking,22,2024-08-21,600,56074,0.0107,8,0,1,3.3,0.15,0,0.0002,3,False,66,False,False
vid_01815,YouTube Shorts,creator_0992,Education,22,2024-07-28,490,36842,0.0133,10,2,0,8.4,0.382,1012,0.0003,2,False,33,True,False
vid_01816,TikTok,creator_0841,Beauty,28,2025-05-27,1788,57124,0.0313,19,0,0,12.1,0.432,0,0.0003,1,False,47,True,False
vid_01817,TikTok,creator_1183,Gaming,24,2024-10-06,1557,47614,0.0327,27,1,0,10.1,0.421,0,0.0006,1,False,5,True,False
vid_01818,Snapchat,creator_0774,Education,33,2024-07-31,1614,109795,0.0147,9,0,0,17.6,0.533,3335,0.0001,3,False,55,True,False
vid_01819,Snapchat,creator_0921,Music,6,2024-05-15,169,16568,0.0102,3,1,0,1.9,0.317,2245,0.0002,1,False,18,True,False
vid_01820,Snapchat,creator_0801,News,6,2024-11-20,410,7155,0.0573,1,0,1,3.7,0.617,1481,0.0003,3,False,24,True,False
vid_01821,TikTok,creator_1187,Music,24,2025-06-29,6735,227533,0.0296,9,4,3,10.9,0.454,13635,0.0001,1,False,14,True,False
vid_01822,TikTok,creator_0932,News,21,2024-09-26,32678,895287,0.0365,241,32,5,5.0,0.238,59181,0.0003,1,False,10,False,False
vid_01823,Instagram,creator_0302,DIY,38,2025-06-12,3723,165466,0.0225,33,3,0,25.1,0.661,9026,0.0002,1,False,97,False,False
vid_01824,Instagram,creator_0334,Fitness,12,2025-01-13,1968,150229,0.0131,18,1,0,7.8,0.65,3314,0.0001,2,False,94,False,False
vid_01825,TikTok,creator_0084,Beauty,32,2024-08-07,1431,48673,0.0294,15,2,0,2.2,0.069,0,0.0003,0,False,5,True,False
vid_01826,Instagram,creator_0011,Gaming,28,2024-09-30,238,7147,0.0333,3,1,0,4.7,0.168,0,0.0006,3,False,5,True,False
vid_01827,TikTok,creator_0718,Fitness,12,2025-01-24,1610,44352,0.0363,13,2,1,7.4,0.617,2274,0.0004,0,False,164,True,False
vid_01828,TikTok,creator_0177,Fitness,44,2024-04-20,1113,71806,0.0155,17,0,0,19.4,0.441,1467,0.0002,0,False,107,True,False
vid_01829,Instagram,creator_0166,Fitness,14,2024-06-18,49,1601,0.0306,0,0,0,8.5,0.607,1464,0.0,2,True,54,False,False
vid_01830,TikTok,creator_0792,Gaming,27,2024-11-06,22,670,0.0328,0,1,0,4.6,0.17,3506,0.0015,2,False,102,True,False
vid_01831,TikTok,creator_0619,News,45,2024-08-29,2461,337123,0.0073,40,3,0,24.8,0.551,3182,0.0001,2,False,69,True,False
vid_01832,YouTube Shorts,creator_1185,Comedy,19,2025-06-14,5183,87550,0.0592,78,4,2,7.8,0.411,9381,0.001,0,False,5,True,False
vid_01833,TikTok,creator_0409,Fitness,31,2024-08-24,4655,342279,0.0136,39,2,1,3.4,0.11,6674,0.0001,3,True,108,True,False
vid_01834,Instagram,creator_1118,Comedy,20,2024-10-19,46438,2957834,0.0157,214,28,5,2.9,0.145,86860,0.0001,1,False,31,False,False
vid_01835,TikTok,creator_1079,DIY,11,2025-06-23,36,1935,0.0186,0,0,0,6.9,0.627,3102,0.0,3,False,134,False,False
vid_01836,YouTube Shorts,creator_0960,Cooking,23,2024-11-28,351,17290,0.0203,2,1,0,17.8,0.774,5494,0.0002,4,False,119,False,False
vid_01837,Instagram,creator_1145,Entertainment,18,2024-11-22,74,6379,0.0116,0,2,0,13.4,0.744,2487,0.0003,1,True,83,True,False
vid_01838,Snapchat,creator_0497,News,21,2025-02-01,110,15068,0.0073,0,3,0,6.5,0.31,0,0.0002,2,False,48,True,False
vid_01839,Snapchat,creator_0601,Entertainment,27,2024-10-31,569,51261,0.0111,0,0,0,6.9,0.256,349,0.0,3,False,35,True,False
vid_01840,Instagram,creator_1061,DIY,27,2024-02-12,1811,120733,0.015,88,1,1,9.3,0.344,4844,0.0007,2,True,107,True,False
vid_01841,Facebook Reels,creator_0220,Cooking,25,2025-04-06,1456,285490,0.0051,61,2,3,11.8,0.472,2206,0.0002,1,True,112,True,False
vid_01842,Instagram,creator_0679,Entertainment,26,2024-04-04,388,15520,0.025,1,1,0,17.0,0.654,5,0.0001,1,False,22,True,False
vid_01843,YouTube Shorts,creator_0109,Beauty,23,2025-02-04,51,1444,0.0353,1,1,1,4.9,0.213,616,0.0021,4,False,53,True,False
vid_01844,Instagram,creator_0458,Comedy,16,2024-08-21,480,32214,0.0149,8,0,0,1.0,0.062,2219,0.0002,1,False,101,True,False
vid_01845,Snapchat,creator_0994,News,18,2025-06-18,901,75083,0.012,12,1,0,3.4,0.189,0,0.0002,3,False,5,True,False
vid_01846,TikTok,creator_0248,Music,25,2024-03-16,54895,1793954,0.0306,518,24,3,9.3,0.372,138546,0.0003,2,False,30,True,False
vid_01847,TikTok,creator_1036,DIY,24,2024-10-30,97,4254,0.0228,0,3,0,4.4,0.183,0,0.0007,2,True,13,True,False
vid_01848,TikTok,creator_0377,Beauty,11,2025-02-28,28,3684,0.0076,0,1,0,5.5,0.5,3,0.0003,0,False,130,True,False
vid_01849,TikTok,creator_0253,Gaming,28,2024-04-23,358,10815,0.0331,0,2,0,1.9,0.068,21,0.0002,3,False,78,True,False
vid_01850,YouTube Shorts,creator_0493,Comedy,23,2025-02-01,2087,112204,0.0186,18,1,1,7.2,0.313,3130,0.0002,2,False,45,True,False
vid_01851,Instagram,creator_0594,Fitness,13,2025-06-02,11566,584141,0.0198,126,7,3,7.2,0.554,21365,0.0002,1,True,5,True,False
vid_01852,TikTok,creator_0564,Gaming,11,2024-10-26,1301,93597,0.0139,5,1,0,4.0,0.364,3613,0.0001,2,False,5,True,False
vid_01853,TikTok,creator_0871,Comedy,14,2024-01-22,3610,113880,0.0317,4,0,0,7.0,0.5,4368,0.0,0,False,104,True,False
vid_01854,TikTok,creator_1189,Fitness,30,2024-01-27,142,11932,0.0119,2,1,0,2.5,0.083,1084,0.0003,0,False,12,False,False
vid_01855,Instagram,creator_0088,Cooking,31,2024-04-18,1520,45508,0.0334,32,1,1,13.8,0.445,5404,0.0007,4,False,110,True,False
vid_01856,TikTok,creator_0325,Cooking,24,2025-01-23,6906,244893,0.0282,174,4,1,5.4,0.225,13820,0.0007,4,False,59,True,False
vid_01857,TikTok,creator_1076,Gaming,21,2025-02-02,1264,20687,0.0611,26,2,0,3.6,0.171,1971,0.0014,0,True,62,True,False
vid_01858,TikTok,creator_1154,Cooking,22,2024-12-22,536,35973,0.0149,8,1,0,1.6,0.073,2541,0.0003,3,False,14,False,False
vid_01859,TikTok,creator_0621,Gaming,46,2024-02-22,642,68297,0.0094,9,0,1,25.8,0.561,0,0.0001,3,False,78,True,False
vid_01860,TikTok,creator_0967,News,14,2025-05-26,92,2598,0.0354,0,1,0,4.2,0.3,1588,0.0004,1,False,95,True,False
vid_01861,Instagram,creator_1077,Fitness,22,2024-04-10,943,50159,0.0188,14,0,0,11.2,0.509,4617,0.0003,0,False,139,True,False
vid_01862,Instagram,creator_1198,News,25,2024-11-09,4490,227918,0.0197,99,3,2,15.0,0.6,4093,0.0005,6,True,65,True,False
vid_01863,YouTube Shorts,creator_0475,Education,26,2025-05-31,5307,286864,0.0185,49,5,0,3.9,0.15,15761,0.0002,3,True,15,False,False
vid_01864,Instagram,creator_0475,Beauty,25,2024-03-22,2466,116320,0.0212,7,1,0,4.8,0.192,6027,0.0001,4,False,48,True,False
vid_01865,Snapchat,creator_0861,Education,37,2024-02-18,2551,55820,0.0457,30,0,1,4.9,0.132,1052,0.0006,4,False,85,True,False
vid_01866,YouTube Shorts,creator_0150,DIY,29,2024-10-17,2347,469400,0.005,61,0,0,4.0,0.138,4068,0.0001,1,False,111,False,False
vid_01867,Snapchat,creator_0658,Education,19,2025-06-26,967,42043,0.023,2,0,0,7.6,0.4,288,0.0,2,False,111,True,False
vid_01868,Instagram,creator_1140,Beauty,35,2024-06-01,255,11538,0.0221,1,2,2,16.1,0.46,3379,0.0004,1,False,76,True,False
vid_01869,TikTok,creator_0413,Comedy,49,2024-12-03,752,12168,0.0618,3,0,2,9.4,0.192,0,0.0004,4,False,83,False,False
vid_01870,TikTok,creator_1193,Entertainment,17,2025-05-03,718,69708,0.0103,12,1,2,4.7,0.276,671,0.0002,2,False,7,True,False
vid_01871,TikTok,creator_0288,Entertainment,23,2024-10-06,16756,485681,0.0345,504,10,1,6.5,0.283,16195,0.0011,1,False,12,True,False
vid_01872,YouTube Shorts,creator_0698,Comedy,22,2025-06-14,1192,57864,0.0206,17,0,0,13.9,0.632,858,0.0003,2,False,5,False,False
vid_01873,Instagram,creator_1017,Beauty,39,2024-06-10,1512,50400,0.03,8,1,0,6.8,0.174,1218,0.0002,0,False,115,True,False
vid_01874,TikTok,creator_1145,Comedy,29,2024-02-22,7223,297242,0.0243,25,2,1,6.1,0.21,9130,0.0001,3,False,25,True,False
vid_01875,YouTube Shorts,creator_1166,Education,13,2024-04-08,89,3836,0.0232,2,0,1,3.0,0.231,1602,0.0008,1,False,34,True,False
vid_01876,TikTok,creator_0473,Entertainment,16,2025-04-12,9135,291853,0.0313,66,10,1,2.0,0.125,14998,0.0003,3,False,89,True,False
vid_01877,YouTube Shorts,creator_0594,Fitness,37,2024-10-30,1993,150984,0.0132,22,2,0,15.1,0.408,2897,0.0002,0,False,103,True,False
vid_01878,YouTube Shorts,creator_0590,Education,21,2025-02-19,1301,37277,0.0349,4,3,0,7.7,0.367,1249,0.0002,3,False,63,False,False
vid_01879,Snapchat,creator_1025,Fitness,35,2024-11-06,3651,86312,0.0423,28,2,0,5.9,0.169,1887,0.0003,3,False,84,True,False
vid_01880,Snapchat,creator_1194,DIY,30,2024-07-23,5254,1050800,0.005,29,0,1,8.6,0.287,7831,0.0,1,False,39,True,False
vid_01881,TikTok,creator_0411,Cooking,10,2024-02-16,683,31187,0.0219,26,1,1,1.7,0.17,547,0.0009,3,False,23,True,False
vid_01882,YouTube Shorts,creator_0128,Beauty,37,2025-01-18,12485,524579,0.0238,76,2,4,14.5,0.392,29259,0.0002,2,True,88,False,False
vid_01883,Snapchat,creator_0073,Cooking,33,2024-02-24,76,10133,0.0075,0,1,0,6.6,0.2,0,0.0001,3,False,105,True,False
vid_01884,Instagram,creator_0166,Music,30,2025-01-06,592,15416,0.0384,7,1,0,4.2,0.14,2064,0.0005,1,False,62,True,False
vid_01885,TikTok,creator_0073,DIY,24,2025-01-29,9,1800,0.005,0,2,0,6.0,0.25,0,0.0011,2,False,114,True,False
vid_01886,Instagram,creator_0467,Entertainment,26,2024-02-12,3190,88857,0.0359,2,1,0,14.5,0.558,5069,0.0,4,True,120,False,False
vid_01887,TikTok,creator_0777,Entertainment,16,2025-03-05,18,627,0.0287,0,0,0,6.9,0.431,0,0.0,0,False,14,True,False
vid_01888,TikTok,creator_0257,Gaming,19,2025-06-28,6752,190734,0.0354,127,4,1,7.6,0.4,19206,0.0007,0,False,26,True,False
vid_01889,TikTok,creator_0754,Cooking,41,2024-05-30,1127,187833,0.006,4,0,1,17.6,0.429,2683,0.0,4,False,68,False,False
vid_01890,TikTok,creator_0189,News,15,2024-01-08,785,20822,0.0377,3,0,0,4.4,0.293,87,0.0001,3,False,27,True,False
vid_01891,Snapchat,creator_1099,News,14,2024-02-05,2795,147883,0.0189,20,1,1,2.8,0.2,5563,0.0001,0,False,91,True,False
vid_01892,YouTube Shorts,creator_0117,Education,13,2024-02-14,490,12628,0.0388,2,0,0,5.6,0.431,2998,0.0002,4,False,134,True,False
vid_01893,TikTok,creator_0717,News,20,2025-05-23,16010,354203,0.0452,124,8,5,11.0,0.55,47961,0.0004,5,False,7,False,False
vid_01894,TikTok,creator_0815,DIY,13,2025-05-25,2845,174539,0.0163,86,2,1,9.9,0.762,9112,0.0005,1,False,100,True,False
vid_01895,TikTok,creator_1114,Beauty,22,2025-01-19,548,36291,0.0151,1,1,0,10.4,0.473,289,0.0001,2,False,5,False,False
vid_01896,Snapchat,creator_0452,DIY,13,2025-07-07,1306,78203,0.0167,9,2,2,2.4,0.185,4595,0.0002,3,False,63,True,False
vid_01897,Instagram,creator_0501,Music,15,2024-07-26,12021,222199,0.0541,413,10,5,8.3,0.553,20588,0.0019,2,False,5,True,False
vid_01898,TikTok,creator_0710,Gaming,10,2025-07-01,2204,98834,0.0223,50,2,0,1.0,0.1,3940,0.0005,1,False,30,True,False
vid_01899,TikTok,creator_0281,Music,32,2024-06-28,2890,289000,0.01,33,1,1,5.7,0.178,6535,0.0001,1,False,89,True,False
vid_01900,TikTok,creator_0291,Entertainment,31,2024-07-01,646,76000,0.0085,9,1,1,12.4,0.4,2258,0.0001,3,False,70,True,False
vid_01901,Instagram,creator_0234,Entertainment,17,2025-01-22,120,9090,0.0132,2,1,1,2.7,0.159,0,0.0004,0,False,99,True,False
vid_01902,Instagram,creator_0616,Education,18,2024-02-16,248,11534,0.0215,3,2,0,5.2,0.289,0,0.0004,2,False,71,True,False
vid_01903,Instagram,creator_0784,Gaming,27,2024-12-10,228,7147,0.0319,6,0,0,6.2,0.23,0,0.0008,1,True,129,True,False
vid_01904,TikTok,creator_0883,Music,26,2024-02-10,1106,26714,0.0414,15,0,0,4.7,0.181,2886,0.0006,1,False,32,True,False
vid_01905,YouTube Shorts,creator_0054,News,25,2024-09-18,456,14250,0.032,1,2,0,6.6,0.264,0,0.0002,0,False,70,False,False
vid_01906,YouTube Shorts,creator_0444,Entertainment,16,2024-09-21,608,56822,0.0107,6,1,1,2.4,0.15,4476,0.0001,1,False,33,True,False
vid_01907,YouTube Shorts,creator_0117,Education,23,2025-03-05,1215,50000,0.0243,1,1,0,9.0,0.391,4077,0.0,0,False,88,True,False
